,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
1736,LANC,Lancaster Colony Corporation,127.01,$3.49B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,
1737,LCA,"Landcadia Holdings, Inc.",9.99,$312.19M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca,
1738,LCAHU,"Landcadia Holdings, Inc.",10.6492,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu,
1739,LCAHW,"Landcadia Holdings, Inc.",0.7117,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw,
1740,LNDC,Landec Corporation,12.75,$350.71M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lndc,
1741,LARK,Landmark Bancorp Inc.,29.55,$114.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,
1742,LMRK,Landmark Infrastructure Partners LP,17.1,$391.93M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk,
1743,LMRKO,Landmark Infrastructure Partners LP,24.8243,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko,
1744,LMRKP,Landmark Infrastructure Partners LP,25.15,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp,
1745,LE,"Lands&#39; End, Inc.",12.45,$399.58M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le,
1746,LSTR,"Landstar System, Inc.",98.15,$4.12B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr,
1747,LNTH,"Lantheus Holdings, Inc.",22.2,$832.63M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth,
1748,LTRX,"Lantronix, Inc.",2.11,$37.92M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx,
1749,RNLC,Large Cap US Equity Select ETF,21.0796,$10.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnlc,
1750,LSCC,Lattice Semiconductor Corporation,6.4,$789.54M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc,
1751,LAUR,"Laureate Education, Inc.",12.23,$2.29B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur,
1752,LAWS,"Lawson Products, Inc.",25.3,$224.87M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,
1753,LAYN,Layne Christensen Company,12.94,$257.27M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,
1754,LCNB,LCNB Corporation,20.2,$202.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,
1755,LBIX,Leading Brands Inc,1.91,$5.35M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix,
1756,LPTX,"LEAP THERAPEUTICS, INC.",7.02,$65.96M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx,
1757,LGCY,Legacy Reserves LP,1.42,$103.45M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy,
1758,LGCYO,Legacy Reserves LP,5.02,$35.14M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo,
1759,LGCYP,Legacy Reserves LP,4.81,$9.62M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp,
1760,LTXB,"LegacyTexas Financial Group, Inc.",38.82,$1.86B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb,
1761,DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.5923,$5.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi,
1762,EDBI,Legg Mason Emerging Markets Diversified Core ETF,33.2099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi,
1763,INFR,Legg Mason Global Infrastructure ETF,29.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr,
1764,LVHD,Legg Mason Low Volatility High Dividend ETF,31.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd,
1765,SQLV,Legg Mason Small-Cap Quality Value ETF,26.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqlv,
1766,UDBI,Legg Mason US Diversified Core ETF,31.16,$3.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi,
1767,LMAT,"LeMaitre Vascular, Inc.",33.85,$652.12M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat,
1768,TREE,"LendingTree, Inc.",302.9,$3.63B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree,
1769,LXRX,"Lexicon Pharmaceuticals, Inc.",9.88,$1.04B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx,
1770,LGIH,"LGI Homes, Inc.",67.87,$1.48B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih,
1771,LHCG,LHC Group,67.28,$1.23B,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg,
1772,LLIT,Lianluo Smart Limited,1.602,$27.73M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit,
1773,LBRDA,Liberty Broadband Corporation,84.74,$15.41B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,
1774,LBRDK,Liberty Broadband Corporation,85.97,$15.63B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk,
1775,LEXEA,"Liberty Expedia Holdings, Inc.",46.06,$2.64B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea,
1776,LEXEB,"Liberty Expedia Holdings, Inc.",46.19,$2.64B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb,
1777,LBTYA,Liberty Global plc,29.93,$24.56B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,
1778,LBTYB,Liberty Global plc,31,$25.44B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb,
1779,LBTYK,Liberty Global plc,29,$23.79B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk,
1780,LILA,Liberty Global plc,21.07,$3.61B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila,
1781,LILAK,Liberty Global plc,21.21,$3.63B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak,
1782,LVNTA,Liberty Interactive Corporation,55.59,$4.76B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta,
1783,LVNTB,Liberty Interactive Corporation,59.88,$5.13B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb,
1784,QVCA,Liberty Interactive Corporation,24.3,$10.46B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca,
1785,QVCB,Liberty Interactive Corporation,25.1345,$10.82B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb,
1786,BATRA,Liberty Media Corporation,22.22,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra,
1787,BATRK,Liberty Media Corporation,22.33,$1.1B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk,
1788,FWONA,Liberty Media Corporation,35.54,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwona,
1789,FWONK,Liberty Media Corporation,37.24,$8.55B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk,
1790,LSXMA,Liberty Media Corporation,40.86,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma,
1791,LSXMB,Liberty Media Corporation,44.5,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb,
1792,LSXMK,Liberty Media Corporation,40.83,$13.72B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk,
1793,TAX,"Liberty Tax, Inc.",11.5,$145.86M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax,
1794,LTRPA,"Liberty TripAdvisor Holdings, Inc.",9.225,$692.4M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa,
1795,LTRPB,"Liberty TripAdvisor Holdings, Inc.",11.595,$870.28M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb,
1796,LPNT,"LifePoint Health, Inc.",45,$1.77B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt,
1797,LCUT,"Lifetime Brands, Inc.",17.2,$254.84M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut,
1798,LFVN,Lifevantage Corporation,5.49,$78.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn,
1799,LWAY,"Lifeway Foods, Inc.",10.04,$160.88M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway,
1800,LGND,Ligand Pharmaceuticals Incorporated,130.19,$2.75B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd,
1801,LTBR,Lightbridge Corporation,1.06,$11.38M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr,
1802,LPTH,"LightPath Technologies, Inc.",2.475,$60.74M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth,
1803,LLEX,"Lilis Energy, Inc.",4.79,$255.31M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex,
1804,LMB,"Limbach Holdings, Inc.",12.46,$92.89M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb,
1805,LLNW,"Limelight Networks, Inc.",5.88,$645.1M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw,
1806,LMNR,Limoneira Co,24.44,$352.06M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr,
1807,LINC,Lincoln Educational Services Corporation,2.19,$54.13M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc,
1808,LECO,"Lincoln Electric Holdings, Inc.",88.21,$5.8B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco,
1809,LIND,Lindblad Expeditions Holdings Inc. ,10.6,$481.59M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind,
1810,LINDW,Lindblad Expeditions Holdings Inc. ,1.46,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw,
1811,LINU,LiNiu Technology Group,1.73,$3.6M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/linu,
1812,LPCN,Lipocine Inc.,3.55,$75.25M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn,
1813,LQDT,"Liquidity Services, Inc.",5.75,$181.14M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt,
1814,LFUS,"Littelfuse, Inc.",204.89,$4.65B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus,
1815,LIVN,LivaNova PLC,86.63,$4.18B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,
1816,LOB,"Live Oak Bancshares, Inc.",24.5,$976.98M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,
1817,LIVE,Live Ventures Incorporated,14.95,$30.06M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/live,
1818,LPSN,"LivePerson, Inc.",11.2,$666.67M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,
1819,LKQ,LKQ Corporation,38.38,$11.86B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,
1820,LMFA,"LM Funding America, Inc.",2.8498,$9.4M,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa,
1821,LMFAW,"LM Funding America, Inc.",0.0724,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw,
1822,LOGI,Logitech International S.A.,35.48,$5.83B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,
1823,LOGM,"LogMein, Inc.",119.6,$6.3B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,
1824,CNCR,Loncar Cancer Immunotherapy ETF,24.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,
1825,LONE,Lonestar Resources US Inc.,3.58,$87.74M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone,
1826,LTEA,Long Island Iced Tea Corp.,2.25,$21.95M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ltea,
1827,LOOP,"Loop Industries, Inc.",15,$492.11M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/loop,
1828,LORL,"Loral Space and Communications, Inc.",47.2,$1.46B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,
1829,LOXO,"Loxo Oncology, Inc.",73.93,$2.21B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,
1830,LPLA,LPL Financial Holdings Inc.,49.8,$4.49B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,
1831,LRAD,LRAD Corporation,2,$63.85M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,
1832,LYTS,LSI Industries Inc.,6.79,$175.13M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,
1833,LULU,lululemon athletica inc.,66.13,$8.95B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,
1834,LITE,Lumentum Holdings Inc.,58.15,$3.61B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,
1835,LMNX,Luminex Corporation,21.68,$955.1M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,
1836,LUNA,Luna Innovations Incorporated,2.31,$65.61M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,
1837,MBTF,M B T Financial Corp,10.7,$244.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,
1838,MACQ,"M I Acquisitions, Inc.",10.21,$72.07M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macq,
1839,MACQU,"M I Acquisitions, Inc.",10.56,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/macqu,
1840,MACQW,"M I Acquisitions, Inc.",0.435,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macqw,
1841,MIII,M III Acquisition Corp.,9.88,$189.79M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miii,
1842,MIIIU,M III Acquisition Corp.,10.65,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu,
1843,MIIIW,M III Acquisition Corp.,0.643,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw,
1844,MBVX,"MabVax Therapeutics Holdings, Inc.",0.79,$16.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx,
1845,MCBC,Macatawa Bank Corporation,9.98,$338.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,
1846,MFNC,Mackinac Financial Corporation,15.9,$100.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,
1847,MTSI,"MACOM Technology Solutions Holdings, Inc.",32.28,$2.07B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,
1848,MGNX,"MacroGenics, Inc.",19.77,$727.98M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,
1849,MDGL,"Madrigal Pharmaceuticals, Inc.",45.87,$573.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl,
1850,MAGS,Magal Security Systems Ltd.,4.77,$109.77M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,
1851,MGLN,"Magellan Health, Inc.",83.5,$2.01B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,
1852,MGIC,Magic Software Enterprises Ltd.,8.35,$371.46M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,
1853,CALL,magicJack VocalTec Ltd,8.325,$134.16M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,
1854,MNGA,MagneGas Corporation,0.3766,$7.05M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,
1855,MGYR,"Magyar Bancorp, Inc.",12.05,$70.14M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,
1856,MHLD,"Maiden Holdings, Ltd.",6.625,$560.64M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,
1857,MSFG,"MainSource Financial Group, Inc.",37.34,$955.25M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,
1858,MMYT,MakeMyTrip Limited,28.9,$2.65B,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,
1859,MBUU,"Malibu Boats, Inc.",29.29,$596.76M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,
1860,MLVF,"Malvern Bancorp, Inc.",25.85,$169.9M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,
1861,MAMS,"MAM Software Group, Inc.",8.01,$100.69M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,
1862,TUSK,"Mammoth Energy Services, Inc.",18.68,$831.3M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/tusk,
1863,MANH,"Manhattan Associates, Inc.",43.81,$3.02B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,
1864,LOAN,"Manhattan Bridge Capital, Inc",5.95,$48.25M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,
1865,MNTX,"Manitex International, Inc.",8.26,$136.76M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,
1866,MTEX,"Mannatech, Incorporated",13.6088,$36.86M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,
1867,MNKD,MannKind Corporation,2.88,$337.38M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,
1868,MANT,ManTech International Corporation,48.95,$1.91B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,
1869,MARA,"Marathon Patent Group, Inc.",6.47,$56.6M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,
1870,MCHX,"Marchex, Inc.",3.48,$151.97M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,
1871,MARPS,Marine Petroleum Trust,3.8206,$7.64M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,
1872,MRNS,"Marinus Pharmaceuticals, Inc.",7.1,$287.05M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,
1873,MKTX,"MarketAxess Holdings, Inc.",188.52,$7.08B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,
1874,MRLN,Marlin Business Services Corp.,23.1,$288.96M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,
1875,MAR,Marriott International,126.93,$46.28B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,
1876,MBII,"Marrone Bio Innovations, Inc.",1.18,$36.99M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii,
1877,MRTN,"Marten Transport, Ltd.",19.25,$1.05B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn,
1878,MMLP,Martin Midstream Partners L.P.,13.525,$519.99M,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp,
1879,MRVL,Marvell Technology Group Ltd.,23.39,$11.49B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,
1880,MASI,Masimo Corporation,87.24,$4.51B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi,
1881,MTCH,"Match Group, Inc.",30.61,$8.36B,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch,
1882,MTLS,Materialise NV,14.85,$702.78M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls,
1883,MPAC,Matlin & Partners Acquisition Corporation,9.72,$394.88M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpac,
1884,MPACU,Matlin & Partners Acquisition Corporation,10.17,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpacu,
1885,MPACW,Matlin & Partners Acquisition Corporation,0.38,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpacw,
1886,MTRX,Matrix Service Company,16.75,$448.04M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx,
1887,MAT,"Mattel, Inc.",18.225,$6.26B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,
1888,MATR,Mattersight Corporation,2.7,$88.38M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr,
1889,MATW,Matthews International Corporation,54.45,$1.75B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw,
1890,MXIM,"Maxim Integrated Products, Inc.",53.3,$15B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,
1891,MXWL,"Maxwell Technologies, Inc.",5.6,$207.62M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl,
1892,MZOR,Mazor Robotics Ltd.,61.91,$1.59B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor,
1893,MBFI,MB Financial Inc.,43.7,$3.67B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi,
1894,MBFIO,MB Financial Inc.,25.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfio,
1895,MBFIP,MB Financial Inc.,25.37,$101.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip,
1896,MCFT,"MCBC Holdings, Inc.",22.63,$422.69M,2015,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mcft,
1897,MGRC,McGrath RentCorp,47.75,$1.15B,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc,
1898,MDCA,MDC Partners Inc.,11.3,$564.27M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca,
1899,MFIN,Medallion Financial Corp.,2.77,$67.24M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfin,
1900,MFINL,Medallion Financial Corp.,24.5614,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfinl,
1901,MTBC,"Medical Transcription Billing, Corp.",3.11,$35.86M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc,
1902,MTBCP,"Medical Transcription Billing, Corp.",26,$24.16M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp,
1903,MNOV,"MediciNova, Inc.",7.04,$254.15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov,
1904,MDSO,"Medidata Solutions, Inc.",68.96,$4.03B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso,
1905,MDGS,Medigus Ltd.,1.77,$5.36M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs,
1906,MDWD,MediWound Ltd.,4.925,$133.21M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd,
1907,MEDP,"Medpace Holdings, Inc.",36.15,$1.36B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/medp,
1908,MEIP,"MEI Pharma, Inc.",2.24,$82.91M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip,
1909,MLCO,Melco Resorts & Entertainment Limited,26.205,$12.89B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mlco,
1910,MLNT,"Melinta Therapeutics, Inc.",14.8,$31.09M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mlnt,
1911,MLNX,"Mellanox Technologies, Ltd.",57.85,$2.95B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx,
